[salt] Updated: CHICKEN NO SALT ADDED STOCK, CHICKEN | BrandOwner: Target Stores
[salt] Updated: SEA SALT CAPERS | BrandOwner: Goya Foods, Inc. 
[salt] Updated: SALTED ROASTED ALMONDS, SALTED ROASTED | BrandOwner: Waymouth Farms, Inc.
[salt] Updated: NO SALT ROASTED CASHEWS, NO SALT ROASTED | BrandOwner: Waymouth Farms, Inc.
[salt] Updated: NO SALT ROASTED ORGANIC SUNFLOWER KERNELS, NO SALT ROASTED | BrandOwner: Waymouth Farms, Inc.
[salt] Updated: NO SALT ROASTED ALMONDS, NO SALT ROASTED | BrandOwner: Waymouth Farms, Inc.
[salt] Updated: VINEGAR & SALT FRIED PORK SKINS CHICHARRONES, VINEGAR & SALT | BrandOwner: UTZ Quality Foods, LLC
[salt] Updated: HIMALAYAN PINK FINE GRIND SALT, HIMALAYAN PINK | BrandOwner: Frontier Cooperative Herbs
[salt] Updated: UNSALTED ROASTED CASHEWS, UNSALTED ROASTED | BrandOwner: Rite Aid Corporation
[salt] Updated: SALTED ROASTED CASHEWS HALVES & PIECES, SALTED ROASTED | BrandOwner: Rite Aid Corporation
[salt] Updated: SALT-FREE 17 SEASONING, SALT-FREE 17 | BrandOwner: McCormick & Company, Inc.
[salt] Updated: ROASTED & SALTED SUNFLOWER KERNELS, ROASTED & SALTED | BrandOwner: Family Dollar Stores Inc.
[salt] Updated: UNSALTED BUTTERY STICKS, UNSALTED | BrandOwner: Pinnacle Foods Group LLC
[salt] Updated: ROASTED & SALTED PECANS, ROASTED & SALTED | BrandOwner: Eillien's Candies Inc.
[salt] Updated: SALTED MACADAMIA NUTS, SALTED | BrandOwner: Hickory Harvest Foods
[salt] Updated: UNSALTED DRY ROASTED PEANUTS, UNSALTED DRY ROASTED | BrandOwner: S. M. Flickinger Co., Inc.
[salt] Updated: SALTED ROASTED WHOLE CASHEWS, SALTED ROASTED | BrandOwner: Wegmans Food Markets, Inc. 
[salt] Updated: SALTED ROASTED WHOLE CASHEWS, SALTED ROASTED | BrandOwner: Wegmans Food Markets, Inc. 
[salt] Updated: SALTED HONEY WHIPPED DAIRY TOPPING, SALTED HONEY | BrandOwner: Target Stores
[salt] Updated: NORWEGIAN STYLE LIGHTLY SALTED IN OIL HERRING FILLETS | BrandOwner: 
[salt] Updated: SEA SALT CARAMEL DARK CHOCOLATE HEARTS, SEA SALT CARAMEL DARK CHOCOLATE | BrandOwner: Ghirardelli Chocolate Company
[salt] Updated: HIMALAYAN PINK SALT GRINDER, HIMALAYAN PINK | BrandOwner: Watkins Incorporated
[salt] Updated: SALTED CARAMEL COFFEE CREAMER, SALTED CARAMEL | BrandOwner: Rosa Brothers Milk Company Incorporated
[salt] Updated: SEA SALT CARAMEL LOW FAT ICE CREAM, SEA SALT CARAMEL | BrandOwner: 
[salt] Updated: POPPED SORGHUM, AVOCADO OIL & SEA SALT | BrandOwner: Nature Nate's LLC
[salt] Updated: SEA SALT CRISPY FAVAS + PEAS, SEA SALT | BrandOwner: The Good Bean, LLC
[salt] Updated: ROASTED & SALTED CASHEWS, ROASTED & SALTED | BrandOwner: Meijer, Inc.
[salt] Updated: ROASTED & SALTED CASHEWS, ROASTED & SALTED | BrandOwner: Meijer, Inc.
[salt] Updated: ROASTED & SALTED CASHEWS, ROASTED & SALTED | BrandOwner: Meijer, Inc.
[salt] Updated: ROASTED & SALTED CASHEWS, ROASTED & SALTED | BrandOwner: Meijer, Inc.
[salt] Updated: LIGHTLY SWEET & SALTY KETTLE CORN, LIGHTLY SWEET & SALTY | BrandOwner: Angie's Artisan Treats, LLC
[salt] Updated: SALTED CARAMEL COFFEE CREAMER, SALTED CARAMEL | BrandOwner: Danone US, LLC
[salt] Updated: UNSALTED DRY ROASTED ALMONDS | BrandOwner: Bazzini LLC
[salt] Updated: UNSALTED JUMBO CASHEWS | BrandOwner: Bazzini LLC
[salt] Updated: SHELLED UNSALTED  PISTACHIO | BrandOwner: Paramount Foods, LLC
[salt] Updated: SEA SALT DRY ROASTED MACADAMIA NUTS, SEA SALT | BrandOwner: Walgreens Co.
[salt] Updated: SALT SHAKER | BrandOwner: Salarius LLC
[salt] Updated: GRANULATED PLAIN SALT | BrandOwner: Cargill Incorporated/Salt Business Unit
[salt] Updated: PLAIN TABLE SALT | BrandOwner: Cargill Incorporated/Salt Business Unit
[salt] Updated: GARLIC SALT, GARLIC | BrandOwner: McCormick & Company, Inc.
[salt] Updated: UNSALTED DRY ROASTED JUMBO PEANUTS, UNSALTED DRY ROASTED | BrandOwner: Giant Eagle, Inc.
[salt] Updated: SALTED DRY ROASTED JUMBO PEANUTS, SALTED DRY ROASTED | BrandOwner: Giant Eagle, Inc.
[salt] Updated: UNSALTED DRY ROASTED JUMBO PEANUTS, UNSALTED DRY ROASTED | BrandOwner: Giant Eagle, Inc.
[salt] Updated: SALTED DRY ROASTED JUMBO PEANUTS, SALTED DRY ROASTED | BrandOwner: Giant Eagle, Inc.
[salt] Updated: NO SALT ADDED WHOLE KERNEL CORN | BrandOwner: Lakeside Foods, Inc.
[salt] Updated: NO SALT ADDED DICED TOMATOES, NO SALT ADDED | BrandOwner: H E Butt Grocery Company
[salt] Updated: DRY ROASTED & LIGHTLY SALTED PEANUTS, DRY ROASTED & LIGHTLY SALTED | BrandOwner: H E Butt Grocery Company
[salt] Updated: NO SALT ADDED CUT GREEN BEANS | BrandOwner: Meijer, Inc.
[salt] Updated: SALTED CARAMEL WAFFLES, SALTED CARAMEL | BrandOwner: En-R-G Foods LLC
[salt] Updated: SEA SALT VEGGIE STRAWS, SEA SALT | BrandOwner: Earthly Treats, LLC
[salt] Updated: RED KOSHER SEA SALT, RED | BrandOwner: Flavor Delite, Inc.
[salt] Updated: HONEY SEA SALT KETTLE CORN, HONEY SEA SALT | BrandOwner: Happy Day Gourmet, LLC
[salt] Updated: SALT-FREE 17 SEASONING | BrandOwner: McCormick & Company, Inc.
[salt] Updated: ROASTED & LIGHTLY SALTED COCKTAIL PEANUTS, ROASTED & LIGHTLY SALTED | BrandOwner: Safeway, Inc.
[salt] Updated: UNSALTED LIGHTLY TOASTED ALMOND BUTTER, UNSALTED | BrandOwner: United Natural Foods, Inc.
[salt] Updated: SMOOTH & UNSALTED CASHEW BUTTER, SMOOTH & UNSALTED | BrandOwner: United Natural Foods, Inc.
[salt] Updated: SALTED ROASTED CASHEWS, SALTED ROASTED | BrandOwner: Waymouth Farms, Inc.
[salt] Updated: SHOPRITE, PARTY PEANUTS, LIGHTLY SALTED, LIGHTLY SALTED | BrandOwner: Wakefern Food Corporation
[salt] Updated: NO SALT ADDED WHOLE PEELED TOMATOES, NO SALT ADDED | BrandOwner: H E Butt Grocery Company
[salt] Updated: NO SALT ADDED CHOPPED MUSTARD GREENS | BrandOwner: Meijer, Inc.
[salt] Updated: NO SALT ADDED CHOPPED KALE | BrandOwner: Meijer, Inc.
[salt] Updated: NO SALT ADDED SLICED CARROTS | BrandOwner: Meijer, Inc.
[salt] Updated: NO SALT ADDED SLICED BEETS | BrandOwner: Meijer, Inc.
[salt] Updated: SALTED SWEET CREAM BUTTER, SALTED | BrandOwner: Meijer, Inc.
[salt] Updated: SEA SALT CARAMEL SWIRLS, SEA SALT CARAMEL | BrandOwner: Ferrara Candy Company
[salt] Updated: ROASTED SALTED MACADAMIA NUTS, ROASTED SALTED | BrandOwner: Jo-Lee Food Products, Inc.
[salt] Updated: UNSALTED SWEET CREAM BUTTER, UNSALTED SWEET CREAM | BrandOwner: Wal-Mart Stores, Inc.
[salt] Updated: SEA SALT & COCOA FUDGE, SEA SALT & COCOA | BrandOwner: Ferrara Candy Company
[salt] Updated: ROASTED & SALTED WHOLE CASHEWS, ROASTED & SALTED | BrandOwner: United Natural Foods, Inc.
[salt] Updated: ROASTED & SALTED ALMONDS, ROASTED & SALTED | BrandOwner: United Natural Foods, Inc.
[salt] Updated: ROASTED & UNSALTED ALMONDS, ROASTED & UNSALTED | BrandOwner: United Natural Foods, Inc.
[salt] Updated: DRY ROASTED, UNSALTED ORGANIC PISTACHIOS, DRY ROASTED, UNSALTED | BrandOwner: United Natural Foods, Inc.
[salt] Updated: SMOOTH & SALTED ORGANIC EASY SPREAD PEANUT BUTTER, SMOOTH & SALTED | BrandOwner: United Natural Foods, Inc.
[salt] Updated: ONION SALT, ONION | BrandOwner: McCormick & Company, Inc.
[salt] Updated: ROASTED NO SALT SUNFLOWER SEEDS | BrandOwner: 
[salt] Updated: SIMPLY SALTED MICROWAVE POPCORN, SIMPLY SALTED | BrandOwner: Glencourt Inc.
[salt] Updated: UNSALTED DRY ROASTED PEANUTS, UNSALTED DRY ROASTED | BrandOwner: Target Stores
[salt] Updated: SWEET & SALTY ORGANIC KETTLE CORN, SWEET & SALTY | BrandOwner: Target Stores
[salt] Updated: LIGHTLY SALTED HALVES & PIECES CASHEW | BrandOwner: Nabisco Food Company
[salt] Updated: DELUXE LIGHTLY SALTED WHOLE CASHEWS | BrandOwner: Nabisco Food Company
[salt] Updated: SMOOTH & UNSALTED ALMOND BUTTER, SMOOTH & UNSALTED | BrandOwner: United Natural Foods, Inc.
[salt] Updated: UNSALTED PEPITAS SHELLED PUMPKIN SEEDS, UNSALTED PEPITAS | BrandOwner: Rayge Candy Co. Inc.
[salt] Updated: UNSALTED ROASTED SHELLED SUNFLOWER SEEDS, UNSALTED ROASTED | BrandOwner: Rayge Candy Co. Inc.
[salt] Updated: SEA SALT CHOCOLATE CANDY CORN, SEA SALT CHOCOLATE | BrandOwner: Ferrara Candy Company
[salt] Updated: WINE-INFUSED SALAME, WHITE CHEDDAR CHEESE, SALTED ALMONDS, -BISTRO- BITES, WINE-INFUSED SALAME, WHITE CHEDDAR, CHEESE SALTED ALMONDS, | BrandOwner: The Hillshire Brands Company
[salt] Updated: UNSALTED WHOLE CASHEWS | BrandOwner: Walgreens Co.
[salt] Updated: FINE MEDITERRANEAN FROM SICILY SEA SALT | BrandOwner: Cachere Distributing Inc.

[salt] Total products updated: 1772, skipped: 5358

Summary: Updated 1772 products, skipped 5358. See fix_product_mappings_skipped.log for details.
